Case_Act,QMSITEID,StudyName,StudyID,AREADESC,sta_site,STADESC,STATGRPLST,CollMatrix,CollForm,WKSPCNAME,DataClass,DataSource,srctype,sharestat,Workgroup,Workplan,source,loc_geom,legend_tex,map_index,startlat,startlong,endlat,endlong
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAR2,KAR2-1122,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.5231387 57.53925151),Tissue,1,57.53925151,-154.5231387, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAS1,KAS1-775,Kasitsna Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.566371 59.47815756),Tissue,1,59.47815756,-151.566371, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAS1,KAS1-776,Kasitsna Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.566371 59.47815756),Tissue,1,59.47815756,-151.566371, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAS1,KAS1-777,Kasitsna Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.566371 59.47815756),Tissue,1,59.47815756,-151.566371, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAS1,KAS1-778,Kasitsna Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.566371 59.47815756),Tissue,1,59.47815756,-151.566371, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAS1,KAS1-779,Kasitsna Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.566371 59.47815756),Tissue,1,59.47815756,-151.566371, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAS1,KAS1-780,Kasitsna Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.566371 59.47815756),Tissue,1,59.47815756,-151.566371, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAS1,KAS1-781,Kasitsna Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.566371 59.47815756),Tissue,1,59.47815756,-151.566371, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAS1,KAS1-782,Kasitsna Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.566371 59.47815756),Tissue,1,59.47815756,-151.566371, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAS1,KAS1-783,Kasitsna Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.566371 59.47815756),Tissue,1,59.47815756,-151.566371, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAS1,KAS1-784,Kasitsna Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.566371 59.47815756),Tissue,1,59.47815756,-151.566371, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAS1,KAS1-785,Kasitsna Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.566371 59.47815756),Tissue,1,59.47815756,-151.566371, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAS1,KAS1-786,Kasitsna Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.566371 59.47815756),Tissue,1,59.47815756,-151.566371, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAS1,KAS1-787,Kasitsna Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.566371 59.47815756),Tissue,1,59.47815756,-151.566371, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAS1,KAS1-788,Kasitsna Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.566371 59.47815756),Tissue,1,59.47815756,-151.566371, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAS1,KAS1-789,Kasitsna Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.566371 59.47815756),Tissue,1,59.47815756,-151.566371, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAT1,KAT1-2S,Katmal National Park,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-155.1137318 57.94342568),Tissue,1,57.94342568,-155.1137318, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAT1,KAT1-4S,Katmal National Park,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-155.1137318 57.94342568),Tissue,1,57.94342568,-155.1137318, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAT1,KAT1-5S,Katmal National Park,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-155.1137318 57.94342568),Tissue,1,57.94342568,-155.1137318, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAT1,KAT1-6S,Katmal National Park,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-155.1137318 57.94342568),Tissue,1,57.94342568,-155.1137318, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-2,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-2S,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-3,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-3S,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-4S,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-7Z,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-8z,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-940,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-941,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-942,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-943,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-944,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-945,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-946,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-947,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-948,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-949,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-950,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-951,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-952,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-953,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-954,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-955,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD3,KOD3-9z,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4190967 57.77316435),Tissue,1,57.77316435,-152.4190967, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD7,KOD7-2z,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.383933 57.79117),Tissue,1,57.79117,-152.383933, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD7,KOD7-5z,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.383933 57.79117),Tissue,1,57.79117,-152.383933, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD7,KOD7-6z,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.383933 57.79117),Tissue,1,57.79117,-152.383933, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD7,KOD7-7z,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.383933 57.79117),Tissue,1,57.79117,-152.383933, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD7,KOD7-956,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.3564289 57.77059357),Tissue,1,57.77059357,-152.3564289, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD7,KOD7-957,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.3564289 57.77059357),Tissue,1,57.77059357,-152.3564289, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD7,KOD7-958,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.3564289 57.77059357),Tissue,1,57.77059357,-152.3564289, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD7,KOD7-959,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.3564289 57.77059357),Tissue,1,57.77059357,-152.3564289, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD7,KOD7-960,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.3564289 57.77059357),Tissue,1,57.77059357,-152.3564289, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD7,KOD7-961,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.3564289 57.77059357),Tissue,1,57.77059357,-152.3564289, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD7,KOD7-962,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.3564289 57.77059357),Tissue,1,57.77059357,-152.3564289, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD7,KOD7-963,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.3564289 57.77059357),Tissue,1,57.77059357,-152.3564289, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD7,KOD7-964,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.3564289 57.77059357),Tissue,1,57.77059357,-152.3564289, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD7,KOD7-965,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.3564289 57.77059357),Tissue,1,57.77059357,-152.3564289, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD7,KOD7-966,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.3564289 57.77059357),Tissue,1,57.77059357,-152.3564289, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KOD7,KOD7-967,Kodiak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.3564289 57.77059357),Tissue,1,57.77059357,-152.3564289, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,LAB1,LAB1-5S,Larsen Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-153.9893991 57.54547982),Tissue,1,57.54547982,-153.9893991, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,LAB1,LAB1-5z,Larsen Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-153.9893991 57.54547982),Tissue,1,57.54547982,-153.9893991, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,LAB1,LAB1-6S,Larsen Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-153.9893991 57.54547982),Tissue,1,57.54547982,-153.9893991, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,LAB1,LAB1-6z,Larsen Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-153.9893991 57.54547982),Tissue,1,57.54547982,-153.9893991, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,LAB1,LAB1-7S,Larsen Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-153.9893991 57.54547982),Tissue,1,57.54547982,-153.9893991, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,LAB1,LAB1-7z,Larsen Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-153.9893991 57.54547982),Tissue,1,57.54547982,-153.9893991, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,LAB1,LAB10-1350,Larsen Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-153.999478 57.53315803),Tissue,1,57.53315803,-153.999478, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,LAB1,LAB10-1351,Larsen Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-153.999478 57.53315803),Tissue,1,57.53315803,-153.999478, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,LAB1,LAB10-1352,Larsen Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-153.999478 57.53315803),Tissue,1,57.53315803,-153.999478, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,LAB1,LAB10-1353,Larsen Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-153.999478 57.53315803),Tissue,1,57.53315803,-153.999478, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,LAB1,LAB10-A1,Larsen Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-153.999478 57.53315803),Tissue,1,57.53315803,-153.999478, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,LAB1,LAB10-B2,Larsen Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-153.999478 57.53315803),Tissue,1,57.53315803,-153.999478, , 
