Case_Act,QMSITEID,StudyName,StudyID,AREADESC,sta_site,STADESC,STATGRPLST,CollMatrix,CollForm,WKSPCNAME,DataClass,DataSource,srctype,sharestat,Workgroup,Workplan,source,loc_geom,legend_tex,map_index,startlat,startlong,endlat,endlong
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHG3,CHG3-8S,Chignik Villages,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-158.5004737 56.33392991),Tissue,1,56.33392991,-158.5004737, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI,CHI-A4,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4972977 57.65013318),Tissue,1,57.65013318,-152.4972977, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI1,CHI1-2,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4972977 57.65013318),Tissue,1,57.65013318,-152.4972977, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI1,CHI1-2S,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4972977 57.65013318),Tissue,1,57.65013318,-152.4972977, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI1,CHI1-3S,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4972977 57.65013318),Tissue,1,57.65013318,-152.4972977, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI1,CHI1-4S,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4972977 57.65013318),Tissue,1,57.65013318,-152.4972977, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI1,CHI1-4z,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4972977 57.65013318),Tissue,1,57.65013318,-152.4972977, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI1,CHI1-5z,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4972977 57.65013318),Tissue,1,57.65013318,-152.4972977, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI1,CHI1-6z,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4972977 57.65013318),Tissue,1,57.65013318,-152.4972977, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI1,CHI1-B4,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4972977 57.65013318),Tissue,1,57.65013318,-152.4972977, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-1,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-1031,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-1032,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-1033,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-1034,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-1035,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-1036,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-1037,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-1039,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-1040,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-1041,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-1042,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-1043,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-1044,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-1045,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-1046,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-2,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-3,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-4,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI2,CHI2-5,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4280009 57.6526963),Tissue,1,57.6526963,-152.4280009, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI7,CHI7-1128,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4460234 57.5840923),Tissue,1,57.5840923,-152.4460234, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI7,CHI7-1129,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4460234 57.5840923),Tissue,1,57.5840923,-152.4460234, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI7,CHI7-1130,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4460234 57.5840923),Tissue,1,57.5840923,-152.4460234, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,CHI7,CHI7-1131,Chiniak,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-152.4460234 57.5840923),Tissue,1,57.5840923,-152.4460234, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,EB,EB 10,Port Graham/English,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.927565 59.3552175),Tissue,1,59.3552175,-151.927565, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,EB,EB 11,Port Graham/English,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.927565 59.3552175),Tissue,1,59.3552175,-151.927565, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,EB,EB 12,Port Graham/English,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.927565 59.3552175),Tissue,1,59.3552175,-151.927565, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,EB,EB 35,Port Graham/English,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.927565 59.3552175),Tissue,1,59.3552175,-151.927565, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,EB,EB 36,Port Graham/English,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.927565 59.3552175),Tissue,1,59.3552175,-151.927565, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,EB,EB 37,Port Graham/English,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.927565 59.3552175),Tissue,1,59.3552175,-151.927565, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,EB,EB 38,Port Graham/English,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.927565 59.3552175),Tissue,1,59.3552175,-151.927565, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,EB,EB 7,Port Graham/English,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.927565 59.3552175),Tissue,1,59.3552175,-151.927565, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,EB,EB 9,Port Graham/English,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.927565 59.3552175),Tissue,1,59.3552175,-151.927565, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,EB,EB-13,Port Graham/English,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.891218 59.363388),Tissue,1,59.363388,-151.891218, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,EB,EB-15,Port Graham/English,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.891218 59.363388),Tissue,1,59.363388,-151.891218, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,EB,EB-16,Port Graham/English,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.891218 59.363388),Tissue,1,59.363388,-151.891218, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,EB,EB-26S,Port Graham/English,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.927565 59.3552175),Tissue,1,59.3552175,-151.927565, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,EB,EB-27S,Port Graham/English,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.927565 59.3552175),Tissue,1,59.3552175,-151.927565, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,EB,EB-28S,Port Graham/English,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.927565 59.3552175),Tissue,1,59.3552175,-151.927565, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,EB,EB1,Port Graham/English,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.927565 59.3552175),Tissue,1,59.3552175,-151.927565, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,EB,EB8,Port Graham/English,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-151.927565 59.3552175),Tissue,1,59.3552175,-151.927565, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,IVB1,IVB1-1,Ivanof Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-159.519379 55.85861766),Tissue,1,55.85861766,-159.519379, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,IVB1,IVB1-2,Ivanof Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-159.4819488 55.84372361),Tissue,1,55.84372361,-159.4819488, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,IVB3,IVB3-1,Ivanof Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-159.4614174 55.89414526),Tissue,1,55.89414526,-159.4614174, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,IVB3,IVB3-12S,Ivanof Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-159.4614174 55.89414526),Tissue,1,55.89414526,-159.4614174, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,IVB3,IVB3-1z,Ivanof Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-159.4614174 55.89414526),Tissue,1,55.89414526,-159.4614174, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,IVB3,IVB3-2,Ivanof Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-159.4614174 55.89414526),Tissue,1,55.89414526,-159.4614174, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,IVB3,IVB3-2S,Ivanof Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-159.4614174 55.89414526),Tissue,1,55.89414526,-159.4614174, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,IVB3,IVB3-3,Ivanof Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-159.4614174 55.89414526),Tissue,1,55.89414526,-159.4614174, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,IVB3,IVB3-4z,Ivanof Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-159.4614174 55.89414526),Tissue,1,55.89414526,-159.4614174, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,IVB3,IVB3-5S,Ivanof Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-159.4614174 55.89414526),Tissue,1,55.89414526,-159.4614174, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,IVB3,IVB3-5z,Ivanof Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-159.4614174 55.89414526),Tissue,1,55.89414526,-159.4614174, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,IVB3,IVB3-6S,Ivanof Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-159.4614174 55.89414526),Tissue,1,55.89414526,-159.4614174, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,IVB3,IVB3-7S,Ivanof Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-159.4614174 55.89414526),Tissue,1,55.89414526,-159.4614174, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,IVB3,IVB3-9S,Ivanof Bay,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-159.4614174 55.89414526),Tissue,1,55.89414526,-159.4614174, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAR1,KAR1-2,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.444578 57.56930719),Tissue,1,57.56930719,-154.444578, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAR1,KAR1-3,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.444578 57.56930719),Tissue,1,57.56930719,-154.444578, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAR1,KAR1-4,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.444578 57.56930719),Tissue,1,57.56930719,-154.444578, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAR1,KAR1-5,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.444578 57.56930719),Tissue,1,57.56930719,-154.444578, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAR2,KAR2-1111,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.5231387 57.53925151),Tissue,1,57.53925151,-154.5231387, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAR2,KAR2-1112,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.5231387 57.53925151),Tissue,1,57.53925151,-154.5231387, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAR2,KAR2-1113,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.5231387 57.53925151),Tissue,1,57.53925151,-154.5231387, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAR2,KAR2-1114,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.5231387 57.53925151),Tissue,1,57.53925151,-154.5231387, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAR2,KAR2-1115,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.5231387 57.53925151),Tissue,1,57.53925151,-154.5231387, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAR2,KAR2-1116,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.5231387 57.53925151),Tissue,1,57.53925151,-154.5231387, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAR2,KAR2-1117,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.5231387 57.53925151),Tissue,1,57.53925151,-154.5231387, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAR2,KAR2-1118,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.5231387 57.53925151),Tissue,1,57.53925151,-154.5231387, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAR2,KAR2-1119,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.5231387 57.53925151),Tissue,1,57.53925151,-154.5231387, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAR2,KAR2-1120,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.5231387 57.53925151),Tissue,1,57.53925151,-154.5231387, , 
Arctic/Alaska,1096,NOAA EVOS Subsistence Invertebrate 1990,A1,KAR2,KAR2-1121,Karluk,Alaska/Arctic,Tissue,NOAA Posted Database,Not Defined,Not Defined,NOAA,NOAA Posted Database,Publicly Available,Not Defined,Not Defined,Samples,POINT(-154.5231387 57.53925151),Tissue,1,57.53925151,-154.5231387, , 
