Data_source,Study_name,Year_clean,Total_PAH,Lat,Long,Common_name,Scientific_name,Species_standard,Taxonomic_group,Layman_group,Sample_motivation,Source_sampleID,SumPAHCount,Units_standardized,Basis_standardized,Sum_Method,Tissue_type_standardized_grouped,Detection_limit_standardized,Reporting_limit_standardized,Qualifier_code,Moisture_pct,Lab_ID,Notes,(...),Study_name_clean,Study_name_cleaner
PWSRCAC,LTEMP,2005,99.92,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-05-1-2-R2,39,ng/g,dry,Calculated,Whole Body,8.4,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2005,39.82,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-05-1-3-R2,39,ng/g,dry,Calculated,Whole Body,7.86,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2005,25.12,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-05-2-1,39,ng/g,dry,Calculated,Whole Body,7.73,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2005,35.04,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-05-2-2,39,ng/g,dry,Calculated,Whole Body,8.94,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2005,23.57,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-05-2-3,39,ng/g,dry,Calculated,Whole Body,8.14,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2005,48.23,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-05-3-1,39,ng/g,dry,Calculated,Whole Body,6.08,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2005,35.68,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-05-3-2,39,ng/g,dry,Calculated,Whole Body,8,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2005,48.99,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-05-3-3,39,ng/g,dry,Calculated,Whole Body,7.6,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2006,58.9,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-06-1-1,39,ng/g,dry,Calculated,Whole Body,6.81,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2006,47.8,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-06-1-2,39,ng/g,dry,Calculated,Whole Body,6.81,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2006,53.74,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-06-1-3,39,ng/g,dry,Calculated,Whole Body,7.13,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2006,38.201977,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-06-2-1,38,ng/g,dry,Calculated,Whole Body,7.475409836,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2006,60.420623,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-06-2-2,38,ng/g,dry,Calculated,Whole Body,8.941176471,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2006,34.5861169,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-06-2-3,38,ng/g,dry,Calculated,Whole Body,8,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2006,53.9246265,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-06-3-1,38,ng/g,dry,Calculated,Whole Body,7.728813559,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2006,60.0018961,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-06-3-2,38,ng/g,dry,Calculated,Whole Body,5.62962963,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2006,53.901786,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-06-3-3,38,ng/g,dry,Calculated,Whole Body,7.728813559,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2007,43.810325,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-07-1-1,38,ng/g,dry,Calculated,Whole Body,8.142857143,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2007,53.5419872,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-07-1-2,38,ng/g,dry,Calculated,Whole Body,8,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2007,46.7398777,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-07-1-3,38,ng/g,dry,Calculated,Whole Body,8.290909091,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2007,58.3081399,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-07-2-1,38,ng/g,dry,Calculated,Whole Body,6,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2007,46.7928834,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-07-2-2,38,ng/g,dry,Calculated,Whole Body,6,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2007,46.2828681,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-07-2-3,38,ng/g,dry,Calculated,Whole Body,9.306122449,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2007,23.2210832,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-07-3-1,38,ng/g,dry,Calculated,Whole Body,7.238095238,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2007,30.2256593,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-07-3-2,38,ng/g,dry,Calculated,Whole Body,6.705882353,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2007,87.5971021,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-07-3-3,38,ng/g,dry,Calculated,Whole Body,6.608695652,,,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2008,48.3757819,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-08-2-1,38,ng/g,dry,Calculated,Whole Body,1.96101,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2008,36.9101458,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-08-2-2,38,ng/g,dry,Calculated,Whole Body,1.963804,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2008,30.4258552,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-08-2-3,38,ng/g,dry,Calculated,Whole Body,1.966605,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2008,16.8308973,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-08-3-1,38,ng/g,dry,Calculated,Whole Body,1.96101,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2008,22.591401,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-08-3-2,38,ng/g,dry,Calculated,Whole Body,1.958225,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2008,17.9540702,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-08-3-3,38,ng/g,dry,Calculated,Whole Body,1.969414,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2009,90.4696968,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-09-1-1,76,ng/g,dry,Calculated,Whole Body,1.624733,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2009,24.093948,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-09-1-2,38,ng/g,dry,Calculated,Whole Body,1.621871,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2009,44.183798,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-09-1-3,38,ng/g,dry,Calculated,Whole Body,1.614274,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2009,31.4247952,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-09-2-1,76,ng/g,dry,Calculated,Whole Body,1.514098,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2009,15.6280017,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-09-2-2,38,ng/g,dry,Calculated,Whole Body,1.518271,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2009,13.9038723,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-09-2-3,38,ng/g,dry,Calculated,Whole Body,1.48555,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2010,27.6146062,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-10-2-1,76,ng/g,dry,Calculated,Whole Body,1.997453,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2010,15.7887168,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-10-2-2,38,ng/g,dry,Calculated,Whole Body,2.297071,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2010,12.60296116,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-10-2-3,38,ng/g,dry,Calculated,Whole Body,1.914226,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2011,37.6063291,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-11-2-1,38,ng/g,dry,Calculated,Whole Body,2.932432,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2011,35.8751637,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-11-2-2,38,ng/g,dry,Calculated,Whole Body,3.626955,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2011,40.6965617,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-11-2-3,38,ng/g,dry,Calculated,Whole Body,3.533956,,b,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2012,34.4925274,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-12-2-1,38,ng/g,dry,Calculated,Whole Body,2.989681,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2012,40.2109346,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-12-2-2,38,ng/g,dry,Calculated,Whole Body,3.125267,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2012,29.1531689,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-12-2-3,38,ng/g,dry,Calculated,Whole Body,2.976766,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2013,18.072555,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-13-2-1,38,ng/g,dry,Calculated,Whole Body,2.263125,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2013,25.2097894,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-13-2-2,38,ng/g,dry,Calculated,Whole Body,2.435058,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2013,30.4617331,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-13-2-3,38,ng/g,dry,Calculated,Whole Body,2.859425,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2015,41.655078,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-15-2-1,38,ng/g,dry,Calculated,Whole Body,2.76201,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2015,117.543022,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-15-2-2,76,ng/g,dry,Calculated,Whole Body,3.533956,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2015,36.250173,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-15-2-3,38,ng/g,dry,Calculated,Whole Body,3.533956,,a,,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2016,46.0397294,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-16-2-1,41,ng/g,dry,Calculated,Whole Body,4.961961,4.961961,JB,88.17,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2016,52.0154059,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-16-2-2,41,ng/g,dry,Calculated,Whole Body,4.493106,4.493106,JB,87.67,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2016,100.9699863,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-16-2-2-DUP,41,ng/g,dry,Calculated,Whole Body,4.420114,4.420114,JB,87.67,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2016,120.7056072,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-16-2-3,41,ng/g,dry,Calculated,Whole Body,4.752636,4.752636,JB,87.67,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2017,39.7250668,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-17-2-1,41,ng/g,dry,Calculated,Whole Body,1.889764,1.889764,JB,84.76,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2017,42.6410051,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-17-2-2,41,ng/g,dry,Calculated,Whole Body,2.30165,2.30165,JB,87.27,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2017,41.9886721,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-17-2-3,41,ng/g,dry,Calculated,Whole Body,2.220544,2.220544,JB,86.76,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2018,19.4642855,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-18-2-1,41,ng/g,dry,Calculated,Whole Body,5.742857,13.28571,JB,86,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2018,35.4083324,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-18-2-2,41,ng/g,dry,Calculated,Whole Body,6.016667,14,JB,88,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2018,27.8399997,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-18-2-3,41,ng/g,dry,Calculated,Whole Body,5.593333,12.93333,JB,85,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2019,38.755555,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-19-2-1,41,ng/g,dry,Calculated,Whole Body,8.377778,19.44444,JB,91,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2019,38.3666646,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-19-2-1-DUP,41,ng/g,dry,Calculated,Whole Body,7.177778,16.66667,JB,91,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2019,23.7571427,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-19-2-2,41,ng/g,dry,Calculated,Whole Body,6.014286,13.97143,JB,93,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
PWSRCAC,LTEMP,2019,36.283337,61.09167,-146.4053,Blue Mussel,Mytilus trossulus,mussel,Bivalvia,Mussels,Background biomonitoring / Post-oil spill assessment,AMT-B-19-2-3,41,ng/g,dry,Calculated,Whole Body,7,16.23333,JB,94,AlphaAnalytics,,mussel,Prince William Sound Regional Citizens' Advisory Council Monitoring Program,Prince William Sound Regional Citizens' Advisory Council Monitoring Program
