Data_source,Study_name,Year_clean,Total_PAH,Lat,Long,Common_name,Scientific_name,Species_standard,Taxonomic_group,Layman_group,Sample_motivation,Source_sampleID,SumPAHCount,Units_standardized,Basis_standardized,Sum_Method,Tissue_type_standardized_grouped,Detection_limit_standardized,Reporting_limit_standardized,Qualifier_code,Moisture_pct,Lab_ID,Notes,F_____,Study_name_clean,Study_name_cleaner,Region
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,120.000000000000000,53.919583000000003,-166.434157999999996,Green Sea Urchin,Strongylocentrotus droebachiensis,urchin,Echinodermata,Urchins/ Starfish,,UR-SMB7-062305-01,,ng/g,,Provided,Eggs,,,,,,,urchin,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,14.000000000000000,53.919583000000003,-166.434157999999996,Green Sea Urchin,Strongylocentrotus droebachiensis,urchin,Echinodermata,Urchins/ Starfish,,UR-SMB6/7-7-20-05,,ng/g,,Provided,Eggs,,,,,,,urchin,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,52.000000000000000,53.892777799999998,-166.510277800000011,Green Sea Urchin,Strongylocentrotus droebachiensis,urchin,Echinodermata,Urchins/ Starfish,,UR-SMB1-7-21-05-rep,,ng/g,,Provided,Eggs,,,,,,,urchin,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,9.000000000000000,53.892777799999998,-166.510277800000011,Green Sea Urchin,Strongylocentrotus droebachiensis,urchin,Echinodermata,Urchins/ Starfish,,UR-SMB1-7-21-05-rep,,ng/g,,Provided,Eggs,,,,,,,urchin,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,22.000000000000000,53.892777799999998,-166.510277800000011,Green Sea Urchin,Strongylocentrotus droebachiensis,urchin,Echinodermata,Urchins/ Starfish,,UR-DTE37-7-21-05,,ng/g,,Provided,Eggs,,,,,,,urchin,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,6.000000000000000,53.913888900000003,-166.434722200000010,Green Sea Urchin,Strongylocentrotus droebachiensis,urchin,Echinodermata,Urchins/ Starfish,,UR-SMB10-7-20-05,,ng/g,,Provided,Eggs,,,,,,,urchin,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,9.000000000000000,53.911944400000003,-166.454722199999992,Green Sea Urchin,Strongylocentrotus droebachiensis,urchin,Echinodermata,Urchins/ Starfish,,UR-SMB3-7-21-05-rep,,ng/g,,Provided,Eggs,,,,,,,urchin,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,7.000000000000000,53.911944400000003,-166.454722199999992,Green Sea Urchin,Strongylocentrotus droebachiensis,urchin,Echinodermata,Urchins/ Starfish,,UR-SMB3-7-21-05-rep,,ng/g,,Provided,Eggs,,,,,,,urchin,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,18.000000000000000,53.949444399999997,-166.615833299999991,Harbor Seal,Phoca vitulina,seal,Chordata (Mammalia),Seals/ Whales,,SL-EIDER-8-5-05,,ng/g,,Provided,Fat,,,,,,,seal,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,17.000000000000000,53.919583000000003,-166.434157999999996,Pink Salmon,Oncorhynchus gorbuscha,salmon,Chordata (Actinopterygii),Fish,,SMB7-PNK-8-02-05-01,,ng/g,,Provided,Other,,,,,,,salmon,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,6.800000000000000,53.919583000000003,-166.434157999999996,Pink Salmon,Oncorhynchus gorbuscha,salmon,Chordata (Actinopterygii),Fish,,SMB7-PNK-8-02-05-02,,ng/g,,Provided,Other,,,,,,,salmon,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,13.000000000000000,53.919583000000003,-166.434157999999996,Pink Salmon,Oncorhynchus gorbuscha,salmon,Chordata (Actinopterygii),Fish,,SMB7-PNK-8-02-05-03,,ng/g,,Provided,Other,,,,,,,salmon,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,7.800000000000000,53.683888899999999,-166.846944400000012,Black Chiton,Katharina tunicata,chiton,Gastropoda,Snails,,CH-AND3-8-29-05,,ng/g,,Provided,Other,,,,,,,chiton,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,36.000000000000000,53.456666700000000,-167.306666699999994,Black Chiton,Katharina tunicata,chiton,Gastropoda,Snails,,CH-KMK28-8-31-05,,ng/g,,Provided,Other,,,,,,,chiton,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,32.000000000000000,53.456666700000000,-167.306666699999994,Black Chiton,Katharina tunicata,chiton,Gastropoda,Snails,,CH-KMK32-8-31-05,,ng/g,,Provided,Other,,,,,,,chiton,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,12.000000000000000,53.609999999999999,-167.044999999999987,Black Chiton,Katharina tunicata,chiton,Gastropoda,Snails,,CH-SKS06-8-28-05,,ng/g,,Provided,Other,,,,,,,chiton,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,7.100000000000000,53.609999999999999,-167.044999999999987,Black Chiton,Katharina tunicata,chiton,Gastropoda,Snails,,CH-SKS17-8-28-05,,ng/g,,Provided,Other,,,,,,,chiton,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,7.100000000000000,53.683888899999999,-166.846944400000012,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,MU-AND2-8-29-05-01,,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,8.400000000000000,53.700277800000002,-166.785277799999989,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,MU-CNB17-8-29-05-01,,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,86.000000000000000,53.700277800000002,-166.785277799999989,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,MU-CNB-19-9-23-05-01,,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,9.400000000000000,53.700277800000002,-166.785277799999989,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,MU-CNB-19-9-23-05-02,,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,19.000000000000000,53.466700000000003,-167.166699999999992,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,MU-KSB7-8-31-05,,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,70.000000000000000,53.456666700000000,-167.306666699999994,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,MU-KMK7-8-31-05,,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,18.000000000000000,53.735833300000003,-166.961111100000011,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,MU-MKS11-8-28-05-01,,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,91.000000000000000,53.735833300000003,-166.961111100000011,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,MU-MKS-11-9-23-05,,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,18.800000000000001,53.645833300000000,-167.056111100000010,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,SKN-11(North)-rep,,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,18.800000000000001,53.645833300000000,-167.056111100000010,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,SKN-11(North)-rep,,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,7759.000000000000000,53.645833300000000,-167.056111100000010,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,SKN-11(South),,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,6079.000000000000000,53.645833300000000,-167.056111100000010,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,MU-SKN-11-9-23-05,,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,1009.000000000000000,53.609999999999999,-167.044999999999987,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,SKS-4(North),,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,1692.000000000000000,53.609999999999999,-167.044999999999987,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,SKS-4N,,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,642.000000000000000,53.609999999999999,-167.044999999999987,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,SKS-4(South),,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,257.000000000000000,53.609999999999999,-167.044999999999987,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,MU-SKS06-8-27-05-01,,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,537.000000000000000,53.609999999999999,-167.044999999999987,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,MU-SKS17-8-28-05-01,,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,479.000000000000000,53.609999999999999,-167.044999999999987,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,MU-SKS-04-9-23-05-01,,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,800.000000000000000,53.609999999999999,-167.044999999999987,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,,MU-SKS-04-9-23-05-02,,ng/g,,Provided,Other,,,,,,,mussel,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,13.000000000000000,53.700277800000002,-166.785277799999989,Green Sea Urchin,Strongylocentrotus droebachiensis,urchin,Echinodermata,Urchins/ Starfish,,UR-CNB17-8-29-05-01,,ng/g,,Provided,Eggs,,,,,,,urchin,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,9.900000000000000,53.700277800000002,-166.785277799999989,Green Sea Urchin,Strongylocentrotus droebachiensis,urchin,Echinodermata,Urchins/ Starfish,,UR-CNB17-8-29-05-02,,ng/g,,Provided,Eggs,,,,,,,urchin,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,92.000000000000000,53.609999999999999,-167.044999999999987,Green Sea Urchin,Strongylocentrotus droebachiensis,urchin,Echinodermata,Urchins/ Starfish,,UR-SKS10-8-28-05,,ng/g,,Provided,Eggs,,,,,,,urchin,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,4.900000000000000,53.651111100000001,-166.849722200000002,Pacific Cod,Gadus macrocephalus,cod,Chordata (Actinopterygii),Fish,,CD-NGE7-8-28-05,,ng/g,,Provided,Other,,,,,,,cod,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,7.300000000000000,53.645833300000000,-167.056111100000010,Pink Salmon,Oncorhynchus gorbuscha,salmon,Chordata (Actinopterygii),Fish,,PNK-SKN4-8-28-05-01,,ng/g,,Provided,Other,,,,,,,salmon,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,7.100000000000000,53.645833300000000,-167.056111100000010,Pink Salmon,Oncorhynchus gorbuscha,salmon,Chordata (Actinopterygii),Fish,,PNK-SKN4-8-28-05-02,,ng/g,,Provided,Other,,,,,,,salmon,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Arnold,"Arnold 2006- Public Health Evaluation of Subsistence
Resources Collected During 2005
",2005,4.800000000000000,53.645833300000000,-167.056111100000010,Pink Salmon,Oncorhynchus gorbuscha,salmon,Chordata (Actinopterygii),Fish,,PNK-SKN4-8-28-05-03,,ng/g,,Provided,Other,,,,,,,salmon,"Public Health Evaluation of Subsistence Resources, Arnold","Public Health Evaluation of Subsistence Resources, Arnold",Aleutian
Harvey,Harvey et al 2014 - COMIDA,2009,10.699999999999999,70.468699999999998,-166.086099999999988,Heros Neptune,Neptunea heros,snail,Gastropoda,Snails,Background biomonitoring,Whelk1,,ng/g,wet,Provided,Muscle,,,Blank Corrected,,,,snail,"Chukchi Sea Whelks, Harvey",Other Peer-reviewed Studies,North
Harvey,Harvey et al 2014 - COMIDA,2009,5.170000000000000,70.468699999999998,-166.086099999999988,Heros Neptune,Neptunea heros,snail,Gastropoda,Snails,Background biomonitoring,Whelk2,,ng/g,wet,Provided,Muscle,,,Blank Corrected,,,,snail,"Chukchi Sea Whelks, Harvey",Other Peer-reviewed Studies,North
Harvey,Harvey et al 2014 - COMIDA,2009,4.470000000000000,70.468699999999998,-166.086099999999988,Heros Neptune,Neptunea heros,snail,Gastropoda,Snails,Background biomonitoring,Whelk3,,ng/g,wet,Provided,Muscle,,,Blank Corrected,,,,snail,"Chukchi Sea Whelks, Harvey",Other Peer-reviewed Studies,North
Nationwide,Mussel Watch,2012,17.140000000000001,60.339950000000002,-147.834804499999990,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,WPJB,,ng/g,,Provided,Other,,,,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Nationwide,Mussel Watch,2012,137.800000000000011,60.113000000000000,-149.373999999999995,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,RBMF,,ng/g,,Provided,Other,,,,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Nationwide,Mussel Watch,2012,46.909999999999997,59.464230680000000,-151.708499999999987,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,KBOB,,ng/g,,Provided,Other,,,,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Nationwide,Mussel Watch,2012,18.530000000000001,60.672120000000000,-145.884090899999990,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,EPSB,,ng/g,,Provided,Other,,,,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Nationwide,Mussel Watch,2012,11.980000000000000,60.459890000000001,-147.717488699999990,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,WPHE,,ng/g,,Provided,Other,,,,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Nationwide,Mussel Watch,2012,8.808000000000000,60.201970000000003,-147.759809100000012,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,WPHO,,ng/g,,Provided,Other,,,,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Nationwide,Mussel Watch,2012,13.175000000000001,60.130040000000001,-147.998295500000012,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,WPIB,,ng/g,,Provided,Other,,,,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Nationwide,Mussel Watch,2012,20.649999999999999,60.943489999999997,-146.676695499999994,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,EPGB,,ng/g,,Provided,Other,,,,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Nationwide,Mussel Watch,2012,14.350000000000000,59.539130680000000,-151.476911300000012,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,KBCI,,ng/g,,Provided,Other,,,,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Nationwide,Mussel Watch,2012,74.349999999999994,60.595230000000001,-145.734797700000001,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,EPOI,,ng/g,,Provided,Other,,,,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Nationwide,Mussel Watch,2012,50.590000000000003,60.862139999999997,-146.244309100000009,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,EPPF,,ng/g,,Provided,Other,,,,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Nationwide,Mussel Watch,2012,295.500000000000000,60.102080000000001,-149.364189500000009,Blue Mussel,Mytilus edulis,mussel,Bivalvia,Mussels,Background biomonitoring,RBLP,,ng/g,,Provided,Other,,,,,,,mussel,NOAA Mussel Watch,NOAA Mussel Watch,SCAK
Wetzel,"Dr Wetzel, Mote Marine Database",2008,,70.121840000000006,-159.634970000000010,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-10-0126,,ng/g,,Provided,Organ,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory,North
Wetzel,"Dr Wetzel, Mote Marine Database",2008,,70.121840000000006,-159.634970000000010,Burbot,Lota lota,anadromous/freshwater fish,Chordata (Actinopterygii),Fish,,NPRA-10-0130,,ng/g,,Provided,Organ,,,,,,,anadromous/freshwater fish,Mote Marine Laboratory,Mote Marine Laboratory,North
Wetzel,"Dr Wetzel, Mote Marine Database",2012,,60.337800000000001,-151.875000000000000,Butter Sole,Isopsetta isolepis,flatfish,Chordata (Actinopterygii),Fish,,CIR-13-1394,,ng/g,,Provided,Whole Body,,,BDL,,,,flatfish,Mote Marine Laboratory,Mote Marine Laboratory,SCAK
Wetzel,"Dr Wetzel, Mote Marine Database",2012,,60.337800000000001,-151.875000000000000,Butter Sole,Isopsetta isolepis,flatfish,Chordata (Actinopterygii),Fish,,CIR-13-1407,,ng/g,,Provided,Whole Body,,,BDL,,,,flatfish,Mote Marine Laboratory,Mote Marine Laboratory,SCAK
Wetzel,"Dr Wetzel, Mote Marine Database",2012,,60.337800000000001,-151.875000000000000,Dover Sole,Microstomus pacificus,flatfish,Chordata (Actinopterygii),Fish,,CIR-13-1413,,ng/g,,Provided,Whole Body,,,BDL,,,,flatfish,Mote Marine Laboratory,Mote Marine Laboratory,SCAK
Wetzel,"Dr Wetzel, Mote Marine Database",2012,,60.337800000000001,-151.875000000000000,Eulachon (Hooligan),Thaleichthys pacificus,forage fish,Chordata (Actinopterygii),Fish,,CIR-13-1380,,ng/g,,Provided,Whole Body,,,BDL,,,,forage fish,Mote Marine Laboratory,Mote Marine Laboratory,SCAK
Wetzel,"Dr Wetzel, Mote Marine Database",2012,,60.337800000000001,-151.875000000000000,Eulachon (Hooligan),Thaleichthys pacificus,forage fish,Chordata (Actinopterygii),Fish,,CIR-13-1410A,,ng/g,,Provided,Whole Body,,,BDL,,,,forage fish,Mote Marine Laboratory,Mote Marine Laboratory,SCAK
Wetzel,"Dr Wetzel, Mote Marine Database",2012,,60.337800000000001,-151.875000000000000,Eulachon (Hooligan),Thaleichthys pacificus,forage fish,Chordata (Actinopterygii),Fish,,CIR-13-1410B,,ng/g,,Provided,Whole Body,,,BDL,,,,forage fish,Mote Marine Laboratory,Mote Marine Laboratory,SCAK
Wetzel,"Dr Wetzel, Mote Marine Database",2012,,60.337800000000001,-151.875000000000000,Eulachon (Hooligan),Thaleichthys pacificus,forage fish,Chordata (Actinopterygii),Fish,,CIR-13-1412A,,ng/g,,Provided,Whole Body,,,BDL,,,,forage fish,Mote Marine Laboratory,Mote Marine Laboratory,SCAK
Wetzel,"Dr Wetzel, Mote Marine Database",2012,,60.337800000000001,-151.875000000000000,Eulachon (Hooligan),Thaleichthys pacificus,forage fish,Chordata (Actinopterygii),Fish,,CIR-13-1412B,,ng/g,,Provided,Whole Body,,,BDL,,,,forage fish,Mote Marine Laboratory,Mote Marine Laboratory,SCAK
Wetzel,"Dr Wetzel, Mote Marine Database",2012,,60.337800000000001,-151.875000000000000,Eulachon (Hooligan),Thaleichthys pacificus,forage fish,Chordata (Actinopterygii),Fish,,CIR-13-1415,,ng/g,,Provided,Whole Body,,,BDL,,,,forage fish,Mote Marine Laboratory,Mote Marine Laboratory,SCAK
Wetzel,"Dr Wetzel, Mote Marine Database",2012,,60.337800000000001,-151.875000000000000,Eulachon (Hooligan),Thaleichthys pacificus,forage fish,Chordata (Actinopterygii),Fish,,CIR-13-1420A,,ng/g,,Provided,Whole Body,,,BDL,,,,forage fish,Mote Marine Laboratory,Mote Marine Laboratory,SCAK
Wetzel,"Dr Wetzel, Mote Marine Database",2012,,60.337800000000001,-151.875000000000000,Eulachon (Hooligan),Thaleichthys pacificus,forage fish,Chordata (Actinopterygii),Fish,,CIR-13-1420B,,ng/g,,Provided,Whole Body,,,BDL,,,,forage fish,Mote Marine Laboratory,Mote Marine Laboratory,SCAK
Wetzel,"Dr Wetzel, Mote Marine Database",2012,,60.337800000000001,-151.875000000000000,Flathead Sole,Hippoglossoides elassodon,flatfish,Chordata (Actinopterygii),Fish,,CIR-13-1393,,ng/g,,Provided,Whole Body,,,BDL,,,,flatfish,Mote Marine Laboratory,Mote Marine Laboratory,SCAK
Wetzel,"Dr Wetzel, Mote Marine Database",2012,,60.337800000000001,-151.875000000000000,Pacific Cod,Gadus macrocephalus,cod,Chordata (Actinopterygii),Fish,,CIR-13-1381A,,ng/g,,Provided,Whole Body,,,BDL,,,,cod,Mote Marine Laboratory,Mote Marine Laboratory,SCAK
Wetzel,"Dr Wetzel, Mote Marine Database",2012,,60.337800000000001,-151.875000000000000,Pacific Cod,Gadus macrocephalus,cod,Chordata (Actinopterygii),Fish,,CIR-13-1381B,,ng/g,,Provided,Whole Body,,,BDL,,,,cod,Mote Marine Laboratory,Mote Marine Laboratory,SCAK
Wetzel,"Dr Wetzel, Mote Marine Database",2012,,60.337800000000001,-151.875000000000000,Pacific Cod,Gadus macrocephalus,cod,Chordata (Actinopterygii),Fish,,CIR-13-1395A,,ng/g,,Provided,Whole Body,,,BDL,,,,cod,Mote Marine Laboratory,Mote Marine Laboratory,SCAK
